ID apteki;Nazwa;Status;Numer zezwolenia;Data wydania zezwolenia;Data cofni_cia zezwolenia;Data wygaszenia zezwolenia;Data uprawomocnienia zezwolenia;Data uprawomocnienia cofni_cia/wygaszenia zezwolenia;Data nadania rygoru natychmiastowej wykonalno_ci dla cofni_cia zezwolenia;Sygnatura sprawy dla cofniecia/wygaszenia zezwolenia;Wojew—dztwo;Powiat;Gmina;Rodzaj ulicy;Ulica;Numer Budynku;Numer Lokalu;Miejscowo__;Kod pocztowy;Poczta;Simc;Terc;Ulic
1200348;ZIKO APTEKA;aktywna;FAKR-I.8520.1.186.2015;2015-12-30;;;2015-12-30;;;;MA_OPOLSKIE;my_lenicki;My_lenice (miasto w gminie miejsko-wiejskiej);ul.;S_oneczna;2E ;lok. 0.15;My_lenice;32-400;My_lenice;951617;1209034;20254
1201298;ZIKO APTEKA;aktywna;WIF-WR-I.8520.1.83.2015;2016-01-21;;;2016-01-21;;;;DOLNO_L_SKIE;kamiennog—rski;Kamienna G—ra (gmina miejska);ul.;Papie_a Jana Paw_a II;10;3A;Kamienna G—ra;58-400;Kamienna G—ra;936026;207011;7127
1201430;ZIKO APTEKA;aktywna;WIF-WR-I.8520.1.94.2015;2016-01-26;;;2016-01-26;;;;DOLNO_L_SKIE;Wroc_aw;Wroc_aw-_r—dmie_cie (delegatura);ul.;Boles_awa Drobnera;10;U2A;Wroc_aw;50-257;Wroc_aw;986952;264069;4194
1202063;ZIKO APTEKA;aktywna;DNA.8520.1.9.2016;2016-02-08;;;2016-02-23;;;;_L_SKIE;Gliwice;Gliwice (gmina miejska);pl.;Piast—w;10;;Gliwice;44-100;;940000;2466011;16056
1202219;ZIKO APTEKA;aktywna;DNA.8520.1.8.2016;2016-02-12;;;2016-02-27;;;;_L_SKIE;_ywiecki;_ywiec (gmina miejska);ul.;1 Maja;2;;_ywiec;34-300;;927642;2417011;11926
1202297;ZIKO APTEKA;aktywna;"FARZ-DA.8520.2133.2016	";2016-02-19;;;;;;;PODKARPACKIE;Rzesz—w;Rzesz—w (gmina miejska);ul.;Grunwaldzka;17F;;Rzesz—w;;;974133;1863011;6260
1202333;ZIKO APTEKA;aktywna;WIF-WR-I.8520.1.105.2015;2016-02-19;;;2016-02-19;;;;DOLNO_L_SKIE;Wroc_aw;Wroc_aw-_r—dmie_cie (delegatura);ul.;Pomorska;61;;Wroc_aw;;;986952;264069;17088
1204251;ZIKO APTEKA;aktywna;DNA.8520.1.36.2016;2016-04-12;;;2016-04-27;;;;_L_SKIE;Bielsko-Bia_a;Bielsko-Bia_a (gmina miejska);ul.;J—zefa Pi_sudskiego;12;3;Bielsko-Bia_a;43-300;;923584;2461011;16264
1204660;ZIKO APTEKA;aktywna;DNA.8520.1.38.2016;2016-04-25;;;2016-05-10;;;;_L_SKIE;D_browa G—rnicza;D_browa G—rnicza (gmina miejska);ul.;3 Maja;3;;D_browa G—rnicza;41-300;;939473;2465011;11937
1204984;ZIKO APTEKA;aktywna;DNA.8520.1.54.2016;2016-05-02;;;2016-05-17;;;;_L_SKIE;Siemianowice _l_skie;Siemianowice _l_skie;ul.;Ko_cielna;30;;Siemianowice _l_skie;41-103;Siemianowice _l_skie;943150;2474011;9546
1205165;ZIKO APTEKA;aktywna;F_-1224/A/2016;2016-04-29;;;2016-05-14;;;;_îDZKIE;_—d_;_—d_-Widzew (delegatura);ul.;Aleksandra Puszkina;17;;_—d_;92-516;;958453;1061069;18209
1205282;ZIKO APTEKA;aktywna;33/2016;2016-05-12;;;2016-05-28;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Je_yce (delegatura);ul.;Jana Henryka D_browskiego;7;;Pozna_;60-838;POZNA_;969586;3064039;3682
1205338;ZIKO APTEKA;aktywna;WIF-WR-I.8520.1.19.2016;2016-05-16;;;2016-05-16;;;;DOLNO_L_SKIE;g_ogowski;G_og—w (gmina miejska);ul.;Marsza_ka J—zefa Pi_sudskiego;19;lokal 0.01;G_og—w;67-200;G_og—w;954082;203011;36029
1206617;ZIKO APTEKA;aktywna;FAKR-I.8520.1.62.2016;2016-06-17;;;2016-06-17;;;;MA_OPOLSKIE;krakowski;Zielonki (gmina wiejska);ul.;Stary Trakt;2A;0,8;W_grzce;32-086;;344343;1206172;21038
1208725;ZIKO APTEKA;aktywna;DNA.8520.1.97.2016;2016-08-26;;;2016-09-10;;;;_L_SKIE;Jastrz_bie-Zdr—j;Jastrz_bie-Zdr—j;;ul. Warszawska;2;;Jastrz_bie-Zdr—j;44-335;Jastrz_bie-Zdr—j;;;
1209874;ZIKO APTEKA;aktywna;FAKR-I.8520.1.92.2016;2016-09-30;;;2016-09-30;;;;MA_OPOLSKIE;Krak—w;Krak—w-_r—dmie_cie (delegatura);ul.;Starowi_lna;54;;Krak—w-_r—dmie_cie;31-032;;951327;1261059;21001
1115466;Ziko Aptek Tanie Leki;aktywna;FAKR-I.8520.1.53.2013;2013-05-22;;;2013-05-22;;;;ma_opolskie;olkuski;Olkusz;skwer;Kazimierza Wielkiego;24;;Olkusz;32-300;;941777;1212054;8266
1081845;ZIKO;aktywna;FAWA.357/2000;2000-08-04;;;2000-08-19;;;;MAZOWIECKIE;Warszawa;Mokot—w (dzielnica);al.;Aleja Lotnik—w;22;;Warszawa;02-668;Warszawa;918130;1465058;45560
1086469;ZIKO;aktywna;WIF.WA.4100/84/09;2009-11-04;;;2009-11-19;;;;MAZOWIECKIE;Warszawa;Mokot—w (dzielnica);ul.;Pu_awska;101A;21;Warszawa;02-595;Warszawa;918130;1465058;18102
1086488;ZIKO;aktywna;WIF.WA.4100/86/09;2009-11-12;;;2009-11-28;;;;MAZOWIECKIE;Warszawa;Wola (dzielnica);al.;Aleja Jana Paw_a II;45A;394041;Warszawa;01-108;Warszawa;919884;1465188;37675
1086515;ZIKO;aktywna;WIF.WA.4100/94/09;2009-11-30;;;2009-12-15;;;;MAZOWIECKIE;Warszawa;_r—dmie_cie (dzielnica);ul.;Pi_kna;31/37;;Warszawa;00-677;Warszawa;919810;1465108;16191
1086726;ZIKO;aktywna;WIF.WA.4100/53/10;2010-07-02;;;2010-07-20;;;;MAZOWIECKIE;Warszawa;_r—dmie_cie (dzielnica);ul.;Marsza_kowska;140;;Warszawa;00-061;Warszawa;919810;1465108;12400
1086783;ZIKO;aktywna;WIF.WA.4100/67/10;2010-08-23;;;2010-09-08;;;;MAZOWIECKIE;Warszawa;Bielany (dzielnica);ul.;Jana Kasprowicza;68;;Warszawa;01-949;Warszawa;988804;1465048;8153
1087024;ZIKO;aktywna;WIF.WA.IV.8520.4.16.2011.DB;2011-04-06;;;2011-04-21;;;;MAZOWIECKIE;Warszawa;Wola (dzielnica);ul.;Marcina Kasprzaka;24;9;Warszawa;01-211;Warszawa;919884;1465188;8157
1087137;ZIKO;aktywna;WIF.WA.IV.8520.4.41.2011.DB;2011-06-17;;;2011-07-02;;;;MAZOWIECKIE;Warszawa;Bielany (dzielnica);ul.;W_adys_awa Broniewskiego;28;;Warszawa;01-771;Warszawa;988804;1465048;2125
1097511;ZIKO;aktywna;WIF.WA.IV.8520.4.15.2012.DB;2012-03-27;;;2012-04-12;;;;MAZOWIECKIE;mi_ski;Mi_sk Mazowiecki (gmina miejska);ul.;Konstytucji 3 Maja;7;A/01;Mi_sk Mazowiecki;05-300;Mi_sk Mazowiecki;975687;1412011;9213
1118012;ZIKO;aktywna;WIF.WA.II.8520.4.12.2013.DB;2013-02-08;;;2013-02-23;;;;MAZOWIECKIE;Warszawa;Ochota (dzielnica);ul.;Mo_dawska;5;;Warszawa;02-127;Warszawa;918643;1465068;13234
1121357;ZIKO;aktywna;WIF.WA.II.8520.4.119.2013.DB;2013-11-20;;;2013-12-05;;;;MAZOWIECKIE;otwocki;Otwock (gmina miejska);ul.;Jana Matejki;1;1B;Otwock;05-400;Otwock;921237;1417021;12489
1122098;ZIKO;aktywna;WIF.WA.II.8520.4.124.2013.DB;2013-12-05;;;2013-12-20;;;;MAZOWIECKIE;Warszawa;Bia_o__ka (dzielnica);ul.;Odkryta;4;A;Warszawa;03-140;Warszawa;988796;1465038;14732
1123649;ZIKO;aktywna;WIF.WA.II.8520.4.7.2014.DB;2014-01-29;;;2014-02-14;;;;MAZOWIECKIE;Warszawa;Praga-Po_udnie (dzielnica);al.;Aleja Jerzego Waszyngtona;2A;2;Warszawa;03-910;Warszawa;918838;1465078;45576
1124324;ZIKO;aktywna;WIF.WA.II.8520.4.11.2014.DB;2014-02-04;;;2014-02-19;;;;MAZOWIECKIE;Warszawa;Ochota (dzielnica);;Gr—jecka;17;2A;Warszawa;02-021;Warszawa;918643;1465068;
1171971;ZIKO;aktywna;WIF.WA.II.8520.4.18.2014.DB;2014-02-21;;;2014-03-17;;;;MAZOWIECKIE;otwocki;Otwock (gmina miejska);ul.;Powsta_c—w Warszawy;13;;Otwock;05-400;Otwock;921237;1417021;17372
1172772;ZIKO;aktywna;WIF.WA.II.8520.4.28.2014.DB;2014-03-21;;;2014-04-08;;;;MAZOWIECKIE;Warszawa;Ursyn—w (dzielnica);ul.;Cynamonowa;19/U7;;Warszawa;02-777;Warszawa;988833;1465138;3182
1174139;ZIKO;aktywna;WIF.WA.II.8520.4.67.2014.DB;2014-06-12;;;2014-06-28;;;;MAZOWIECKIE;Warszawa;Ursus (dzielnica);ul.;W_adys_awa Jagie__y;4;U1;Warszawa;02-495;Warszawa;918784;1465128;24494
1174171;ZIKO;aktywna;WIF.WA.II.8520.4.60.2014.DB;2014-06-06;;;2014-06-24;;;;MAZOWIECKIE;gr—jecki;Gr—jec (miasto w gminie miejsko-wiejskiej);ul.;J—zefa Pi_sudskiego;4;;Gr—jec;05-600;Gr—jec;973352;1406054;16264
1175976;ZIKO;aktywna;WIF.WA.II.8520.4.85.2014.DB;2014-08-05;;;2014-08-20;;;;MAZOWIECKIE;mi_ski;Mi_sk Mazowiecki (gmina miejska);ul.;Zygmunta Kazikowskiego;5;6;Mi_sk Mazowiecki;05-300;Mi_sk Mazowiecki;975687;1412011;8245
1177863;ZIKO;aktywna;WIF.WA.II.8520.4.88.2014.DB;2014-09-11;;;2014-09-30;;;;MAZOWIECKIE;mi_ski;Mi_sk Mazowiecki (gmina miejska);pl.;Plac Stary Rynek;1;;Mi_sk Mazowiecki;05-302;Mi_sk Mazowiecki;975687;1412011;44524
1178186;ZIKO;aktywna;WIF.WA.II.8520.4.97.2014.DB;2014-09-19;;;2014-10-06;;;;MAZOWIECKIE;Warszawa;Mokot—w (dzielnica);al.;Aleja Niepodleg_o_ci;24/30;8;Warszawa;02-653;Warszawa;918130;1465058;38299
1179869;ZIKO;aktywna;WIF.WA.II.8520.4.112.2014.DB;2014-10-31;;;2014-11-18;;;;MAZOWIECKIE;Siedlce;Siedlce (gmina miejska);ul.;J—zefa Pi_sudskiego;54;;Siedlce;08-110;Siedlce;975173;1464011;16264
1180265;ZIKO;aktywna;WIF.WA.II.8520.4.121.2014.DB;2014-11-10;;;2014-11-28;;;;MAZOWIECKIE;Warszawa;Ursyn—w (dzielnica);al.;Aleja Komisji Edukacji Narodowej;83;U9;Warszawa;02-777;Warszawa;988833;1465138;45561
1180303;ZIKO;aktywna;WIF.WA.II.8520.4.123.2014.DB;2014-11-07;;;2014-11-22;;;;MAZOWIECKIE;legionowski;Legionowo (gmina miejska);ul.;marsz. J—zefa Pi_sudskiego;39;6;Legionowo;05-120;Legionowo;920806;1408011;16274
1181125;ZIKO;aktywna;WIF.WA.II.8520.4.125.2014.DB;2014-11-24;;;2014-12-12;;;;MAZOWIECKIE;Warszawa;_r—dmie_cie (dzielnica);ul.;Warecka;8;;Warszawa;00-040;Warszawa;919810;1465108;23649
1185017;ZIKO;aktywna;WIF.WA.II.8520.4.27.2015.DB;2015-03-02;;;2015-03-18;;;;MAZOWIECKIE;Warszawa;Ochota (dzielnica);ul.;Rac_awicka;146;;Warszawa;02-117;Warszawa;918643;1465068;18273
1186186;ZIKO;aktywna;WIF.WA.II.8520.4.39.2015.DB;2015-04-13;;;2015-04-29;;;;MAZOWIECKIE;Warszawa;Bemowo (dzielnica);ul.;Powsta_c—w _l_skich;108A;;Warszawa;01-466;Warszawa;988780;1465028;17366
1191735;ZIKO;aktywna;WIF.WA.II.8520.4.75.2015.DB;2015-07-23;;;2015-08-10;;;;MAZOWIECKIE;Warszawa;Ursyn—w (dzielnica);al.;Aleja Komisji Edukacji Narodowej;19;2,1;Warszawa;02-797;Warszawa;988833;1465138;45561
1193171;ZIKO;aktywna;WIF.WA.II.8520.4.92.2015.DB;2015-08-31;;;2015-09-17;;;;MAZOWIECKIE;Warszawa;Praga-P—_noc (dzielnica);ul.;Targowa;39;;Warszawa;03-728;Warszawa;919298;1465088;22659
1195294;ZIKO;aktywna;WIF.WA.II.8520.4.105.2015.DB;2015-09-30;;;2015-10-15;;;;MAZOWIECKIE;Warszawa;Ursyn—w (dzielnica);ul.;Eugeniusza Romera;10;;Warszawa;02-784;Warszawa;988833;1465138;18846
1198982;ZIKO;aktywna;WIF.WA.II.8520.4.138.2015.DB;2015-11-27;;;2015-12-12;;;;MAZOWIECKIE;_yrardowski;_yrard—w (gmina miejska);ul.;1 Maja;40;0,07;_yrard—w;96-300;_yrardow;977210;1438011;
1200852;ZIKO;aktywna;WIF.WA.II.8520.2.4.2016.DB;2016-01-08;;;2016-01-26;;;;MAZOWIECKIE;Warszawa;Mokot—w (dzielnica);ul.;Bukowi_ska;22;5H;Warszawa;02-703;Warszawa;918130;1465058;2394
1201661;ZIKO;aktywna;WIF.WA.II.8520.2.15.2016.DB;2016-01-29;;;2016-02-16;;;;MAZOWIECKIE;Warszawa;Mokot—w (dzielnica);ul.;Antoniego Malczewskiego;56;;Warszawa;02-622;Warszawa;918130;1465058;12035
1201970;ZIKO;aktywna;WIF.WA.II.8520.2.17.2016.DB;2016-02-08;;;2016-02-24;;;;MAZOWIECKIE;Warszawa;Praga-Po_udnie (dzielnica);ul.;Grochowska;174/176 ;U-5;Warszawa;04-357;Warszawa;918838;1465078;6137
1203000;ZIKO;aktywna;WIF.WA.II.8520.2.27.2016.DB;2016-03-11;;;2016-03-29;;;;MAZOWIECKIE;Warszawa;Ochota (dzielnica);ul.;Szcz__liwicka;36;;Warszawa;02-353;Warszawa;918643;1465068;21847
1203013;ZIKO;aktywna;WIF.WA.II.8520.2.28.2016.DB;2016-03-11;;;2016-03-29;;;;MAZOWIECKIE;Warszawa;Ochota (dzielnica);ul.;Stanis_awa Skar_y_skiego;1;;Warszawa;02-377;Warszawa;918643;1465068;20027
1204020;ZIKO;aktywna;WIF.WA.II.8520.2.37.2016.DB;2016-04-05;;;2016-04-21;;;;MAZOWIECKIE;Warszawa;Ursyn—w (dzielnica);ul.;Belgradzka;22;U-1;Warszawa;02-793;Warszawa;988833;1465138;980
1205578;ZIKO;aktywna;WIF.WA.II.8520.2.51.2016.DB;2016-05-20;;;2016-06-07;;;;MAZOWIECKIE;Warszawa;_r—dmie_cie (dzielnica);ul.;Nowy _wiat;45;;Warszawa;00-042;Warszawa;919810;1465108;14535
1207598;ZIKO;aktywna;WIF.WA.II.8520.2.65.2016.DB;2016-07-15;;;2016-08-02;;;;MAZOWIECKIE;Warszawa;_r—dmie_cie (dzielnica);ul.;Dobra;27;;Warszawa;00-344;Warszawa;919810;1465108;3928
1207856;ZIKO;aktywna;WIF.WA.II.8520.2.70.2016.DB;2016-07-27;;;2016-08-12;;;;MAZOWIECKIE;mi_ski;Mi_sk Mazowiecki (gmina miejska);ul.;Miko_aja Kopernika;5;;Mi_sk Mazowiecki;05-300;Mi_sk Mazowiecki;975687;1412011;9282
1208006;ZIKO;aktywna;WIF.WA.II.8520.2.73.2016.DB;2016-07-29;;;2016-08-18;;;;MAZOWIECKIE;Warszawa;Mokot—w (dzielnica);ul.;Antoniego J—zefa Madali_skiego;25;;Warszawa;02-544;Warszawa;918130;1465058;11877
1208803;ZIKO;aktywna;WIF.WA.II.8520.2.82.2016.DB;2016-08-29;;;2016-09-14;;;;MAZOWIECKIE;Warszawa;Ursyn—w (dzielnica);;Aleja Komisji Edukacji Narodowej;57;U1;Warszawa;02-797;Warszawa;988833;1465138;45561
1210001;ZIKO;aktywna;WIF.WA.II.8520.2.94.2016.DB;2016-10-04;;;2016-10-20;;;;MAZOWIECKIE;Warszawa;Mokot—w (dzielnica);ul.;Jurija  Gagarina;2/30B;;Mokot—w;00-754;Warszawa;918130;1465058;5239
1210545;ZIKO;aktywna;WIF.WA.II.8520.2.99.2016.DB;2016-10-17;;;2016-11-03;;;;MAZOWIECKIE;Warszawa;Ursyn—w (dzielnica);ul.;Indiry Gandhi;15;;Ursyn—w;02-776;Warszawa;988833;146513;5312
1172982;Ziemi_cice;aktywna;DNAiH.8530.1.3.2014;2014-02-27;;;2014-03-14;;;;_L_SKIE;tarnog—rski;Zbros_awice (gmina wiejska);ul.;Mikulczycka;9;;Ziemi_cice;42-675;Ziemi_cice;225319;2413092;12906
1044145;ZIELONY;aktywna;WIF.PO.A-8240.1P/07/2004;2004-02-16;;;2004-03-04;;;;wielkopolskie;szamotulski;;ul.;_WIERCZEWSKIEGO;10;;DUSZNIKI WIELKOPOLSKIE;64-550;;;;
1180298;ZIELONE WZGîRZE;aktywna;F_-1053/A/2014;2014-10-02;;;2014-10-18;;;;_îDZKIE;_—d_;_—d_-G—rna (delegatura);ul.;Joachima Lelewela;3/7;;_—d_;93-166;;957985;1061039;10793
1182012;ZIELONE WZGîRZE;aktywna;F_-1067/A/2014;2014-12-09;;;2014-12-25;;;;_îDZKIE;_—d_;_—d_-_r—dmie_cie (delegatura);ul.;Jana Kili_skiego;298;;_—d_;93-160;;958430;1061059;8435
1198925;ZIELONE WZGîRZE;aktywna;F_-1164/A/2015;2015-11-02;;;2015-11-17;;;;_îDZKIE;_—d_;_—d_-Polesie (delegatura);al.;ks. bp. W_adys_awa Bandurskiego;49;;_—d_;;;958269;1061049;27870
1175660;ZIELONE WZGîRZA;aktywna;42/2014;2014-05-21;;;2014-06-04;;;;WIELKOPOLSKIE;pozna_ski;Murowana Go_lina (miasto w gminie miejsko-wiejskiej);ul.;Nowy Rynek;14;;Murowana Go_lina;62-095;MUROWANA GO_LINA;971152;3021114;14532
1185256;ZIELONE WZGîRZA;aktywna;F_-1081/A/2015;2015-02-16;;;2015-03-07;;;;_îDZKIE;_—d_;_—d_-_r—dmie_cie (delegatura);ul.;Pomorska;65;;_—d_;90-218;;958430;1061059;17088
1025359;Zielone Ba_uty;aktywna;F_-811/A/2011;2011-04-20;;;2011-05-04;;;;_îDZKIE;_—d_;_—d_-Ba_uty;ul.;Boles_awa Limanowskiego;42/44;;_—d_;91-052;;957666;106102;11074
1016608;Zielona Apteka;aktywna;F_-VII-8240-224/A/03;2003-06-03;;;2003-06-17;;;;_îDZKIE;kutnowski;Kutno (gmina miejska);ul.;Podrzeczna;9;;Kutno;99-300;;969103;1002011;16846
1121606;ZIELONA APTEKA;aktywna;WIF.WA.4100/47/06;2006-06-08;;;2006-06-28;;;;MAZOWIECKIE;Warszawa;_r—dmie_cie (dzielnica);ul.;_liska;3;;Warszawa;00-127;Warszawa;919810;1465108;22328
1012738;Zielona;aktywna;FALD-285/A/99;1999-02-17;;;1999-03-03;;;;_—dzkie;sieradzki;Sieradz;ul.;Jana Paw_a II;12I;;Sieradz;98-200;;976050;1014011;7123
1047230;ZIELONA;aktywna;;;;;;;;;wielkopolskie;pozna_ski;Pozna_;os.;OR_A BIA_EGO;245;;POZNA_;61-251;;;;
1048637;ZIELONA;aktywna;96/2011;2011-12-08;;;2011-12-23;;;;wielkopolskie;turecki;Kaw_czyn;;;53;;KOWALE PA_SKIE KOLONIA;62-704;;;;
1054834;ZIELONA;aktywna;WIF.PO.A-82400/55/08;2008-12-15;;;2008-12-29;;;;wielkopolskie;gosty_ski;;ul.;DROGA LISIA;55;;BOREK WLKP.;63-810;;;;
1060344;ZIELONA;aktywna;_LWIFKA.8520.1.93.1.2011;2011-07-20;;;2011-07-20;;;;_l_skie;cz_stochowski;Cz_stochowa;;ALEJA NMP;16;;CZ_STOCHOWA;42-200;;;;
1104069;Zielona;aktywna;57/18/98  (FAWE-9211/116/98);1998-12-22;;;1999-01-05;;;;kujawsko-pomorskie;w_oc_awski;Izbica Kujawska;ul.;Pl.Wolno_ci;19;;Izbica Kujawska;87-865;;;;
1127498;ZIELONA;aktywna;WIIF.WR-I-8240/212/zezw./154/01;2001-12-17;;;2001-12-17;;;;dolno_l_skie;Wroc_aw;Wroc_aw;ul.;Paryska;1A;;Wroc_aw;51-215;;986745;264049;15741
1147642;Zielona;aktywna;333;2004-03-08;;;2004-03-08;;;;zachodniopomorskie;Koszalin;Koszalin;ul.;_niadeckich;7a , 7c;;Koszalin;75-453;;949448;3261011;22382
1150049;ZIELONA;aktywna;WIFG.8520.1.2.2011.JK;2011-08-01;;;2011-08-01;;;;lubuskie;Zielona G—ra;Zielona G—ra;ul.;Konstruktor—w;36/2;;Zielona G—ra;65-119;;988313;862011;9204
1180046;ZIELONA;aktywna;59/2014;2014-07-17;;;2014-08-01;;;;WIELKOPOLSKIE;turecki;Dobra (miasto w gminie miejsko-wiejskiej);;;30;;Dobra;62-730;Dobra;949000;3027034;
1192790;ZIELONA;aktywna;75/2015;2015-08-20;;;;;;;WIELKOPOLSKIE;turecki;Turek (gmina miejska);ul.;Armii Krajowej;1;;Turek;62-700;Turek;949336;3027011;432
1195443;ZIELONA;aktywna;44/2007;2007-03-26;;;;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Nowe Miasto (delegatura);os.;Or_a Bia_ego;45;;Pozna_;61-251;POZNA_;969770;3064049;15168
1198373;Zgierskie Centrum Kardiologii Med-Pro;aktywna;F_-II.8540.5.2012;2012-08-08;;;2012-08-23;;;;_îDZKIE;zgierski;Zgierz (gmina miejska);ul.;Parz_czewska;35;;Zgierz;95-100;;959263;1020031;15746
1051849;Z_BCOWSKA;aktywna;WIF.KL.85200.10.2011;2011-10-19;;;2011-11-03;;;;wielkopolskie;ostrowski;Ostr—w Wielkopolski (gmina miejska);ul.;Z_bcowska;33;;Ostr—w Wielkopolski;63-400;;937132;3017011;26015
1193964;ZESPî_ ZAK_ADîW OPIEKI ZDROWOTNEJ W WADOWICACH;aktywna;;;;;;;;;MA_OPOLSKIE;wadowicki;Wadowice (miasto w gminie miejsko-wiejskiej);ul.;Karmelicka;5;;Wadowice;34-100;;926921;1218094;8061
1122472;Zesp—_ Zak_ad—w Opieki Zdrowotnej w Dobrym Mie_cie;aktywna;WIFOL.8540.12.2013;2013-12-19;;;2014-01-07;;;;warmi_sko-mazurskie;olszty_ski;Dobre Miasto;ul.;Grunwaldzka;10B;;DOBRE MIASTO;11-040;;964614;2814034;6260
1074462;ZESPî_ ZAK_ADîW OPIEKI ZDROWOTNEJ;aktywna;;;;;;;;;_l_skie;_ywiecki;_ywiec;ul.;SIENKIEWICZA;52;;_YWIEC;34-300;;927642;2417011;19830
1137030;Zesp—_ Zak_ad—w Opieki Zdrowotnej;aktywna;WIF-WR-I.8540.22.2013;2013-08-16;;;2013-08-16;;;;dolno_l_skie;boles_awiecki;Nowogrodziec;ul.;Cicha;4;;Nowogrodziec;59-730;;936262;201044;2974
1057082;"Zesp—_ Sanatoryjno-Szpitalny Rehabilitacji Narz_du Ruchu ""Gwarek""";aktywna;_lWIF.KA.8544.28.2012;2012-05-10;;;;;;;_L_SKIE;pszczy_ski;Gocza_kowice-Zdr—j (gmina wiejska);ul.;Uzdrowiskowa;51;;Gocza_kowice-Zdr—j;43-230;;214391;2410012;23456
1074435;ZESPî_ OPIEKI ZDROWOTNEJ W WODZIS_AWIU _L_SKIM;aktywna;;;;;;;;;_l_skie;wodzis_awski;Wodzis_aw _l_ski;;26 MARCA;51;;WODZIS_AW _L_SKI;44-300;;;;
1194010;ZESPî_ OPIEKI ZDROWOTNEJ W SUCHEJ BESKIDZKIEJ;aktywna;;;;;;;;;MA_OPOLSKIE;suski;Sucha Beskidzka (gmina miejska);ul.;Szpitalna;22;;Sucha Beskidzka;34-200;;925287;1215021;22073
1160951;Zesp—_ Opieki Zdrowotnej w O_awie - Szpital Powiatowy - 01;aktywna;;;;;;;;;dolno_l_skie;o_awski;O_awa;ul.;K. Baczy_skiego;1;;O_awa;55-200;;987259;215011;
1122292;Zesp—_ Opieki Zdrowotnej w Nidzicy;aktywna;WIFOL.8540.11.2013;2013-12-19;;;2014-01-07;;;;WARMI_SKO-MAZURSKIE;nidzicki;Nidzica (miasto w gminie miejsko-wiejskiej);ul.;Traugutta;13;;Nidzica;13-100;Nidzica;964904;2811044;22961
1056844;Zesp—_ Opieki Zdrowotnej w K_obucku;aktywna;_lWIF.KA-4400/06/09;2011-03-22;;;;;;;_L_SKIE;k_obucki;K_obuck (miasto);ul.;11 Listopada;5c;;K_obuck;42-100;;931678;2406014;11205
1203705;Zesp—_ Opieki Zdrowotnej w Brodnicy;aktywna;WIFBY-DT.8540.1.1.2016;2016-03-25;;;;;;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica (gmina miejska);ul.;Wiejska;9;-;Brodnica;87-300;Brodnica;982954;402011;
1197163;Zesp—_ Opieki Zdrowotnej;aktywna;F_;2000-01-01;;;2000-01-01;;;;_îDZKIE;__czycki;__czyca (gmina miejska);ul.;Zachodnia;6;;__czyca;99-100;;969250;1004011;25305
1197174;Zesp—_ Opieki Zdrowotnej;aktywna;F_;2000-01-01;;;2000-01-01;;;;_îDZKIE;_owicki;_owicz (gmina miejska);ul.;U_a_ska;28;;_owicz;99-400;;977031;1005011;23345
1197667;"Zesp—_ Opieki Paliatywnej im. Jana Paw_a II Hospicjum ""_wiat_o"" Oddzia_ Opieki Stacjonarnej";aktywna;WIFBY-DT.8540.5.2013;2013-06-11;;;2013-06-29;;;;KUJAWSKO-POMORSKIE;Toru_;Toru_ (gmina miejska);ul.;Grunwaldzka;64;;Toru_;87-100;;982724;463011;6260
1124590;Zesp—_ Opieki D_ugoterminowej Poradnia Rodzinna Zdrowie;aktywna;brak;2013-09-24;;;2013-09-24;;;;mazowieckie;p_o_ski;Raci__;;;23A;;Kraszewo-Czubaki;09-166;;;;
1198569;Zesp—_ Nieszpitalnej Opieki Stacjonarnej;aktywna;F_-II.8540.10.2013;2013-08-09;;;2013-08-24;;;;_îDZKIE;_—d_;_—d_-G—rna (delegatura);ul.;Jana Kili_skiego;232;;_—d_;93-133;;957985;1061039;8435
1194007;ZESPî_ NIEPUBLICZNYCH ZAK_ADîW OPIEKI ZDROWOTNEJ UZDROWISKO SZCZAWNICA ;aktywna;;;;;;;;;MA_OPOLSKIE;nowotarski;Szczawnica (miasto w gminie miejsko-wiejskiej);ul.;Zdrojowa;26;;Szczawnica;34-460;;963454;1211024;25944
1098383;Zesp—_ Lecznictwa Stacjonarnego;aktywna;WIF.WA.I.8540.20.3.2011.MKu;2011-07-07;;;2011-07-07;;;;mazowieckie;Warszawa;Warszawa;ul.;Kopernika;43;;Warszawa;00-328;;;;
1119229;Zesp—_ Lecznictwa Ca_odobowego;aktywna;DNAiH.8540.45.2013;2013-09-06;;;2013-09-21;;;;_L_SKIE;Gliwice;Gliwice (gmina miejska);ul.;D_bowa;5;;Gliwice;44-100;;940000;2466011;3811
1124806;Zesp—_ Chirurgii Jednego Dnia MEDICA;aktywna;brak;2012-12-19;;;2012-12-19;;;;mazowieckie;Siedlce;Siedlce;ul.;Brzeska;131;;Siedlce;08-110;;975173;1464011;2230
1193354;Zesp—_ Chirurgii Jednego Dnia;aktywna;F_-II.8540.6.2012;2012-08-29;;;2012-09-13;;;;_îDZKIE;be_chatowski;Be_chat—w (gmina miejska);ul.;Czapliniecka;93/95;;Be_chat—w;97-400;;967647;1001011;3252
